N,d_1,d_2,d_3,d_4,d_5,per
500,30760,15814,8221,4500,2263,61558,912362,0.932529
500,37737,20398,9954,5322,2742,76153,871254,0.912594
500,39954,20682,10675,5683,2857,79851,949050,0.915862
500,30787,16061,8404,4042,2194,61488,945695,0.934981
